,genres_str,app_name,release_date,price,game_id,developer,year,user_id,user_reviews_item_id,review,posted_date,items_count,steam_id,users_items_item_id,item_name,playtime_forever,playtime_2weeks,recommend
23809,rpg,Realm of the Mad God,2012-02-20,-1.0,200210,Wild Shadow Studios,2012,1234148932401,200210,nice and fun pixle game,2014-04-19,7,76561198059577320,200210,Realm of the Mad God,1868,0,1
10365,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,anjelloism,730,Pretty rad,2015-09-14,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
18398,adventure,Just Cause 2,2010-03-23,14.989999771118164,8190,Avalanche Studios,2010,kenkaniff,8190,"This is one of my favourite games! It is really fun, and with the new multiplayer mod it is even better! 10/10!",2013-12-17,121,76561198059566639,8190,Just Cause 2,64,0,1
15628,adventure,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,19.989999771118164,35140,"Rocksteady Studios,Feral Interactive (Mac)",2010,SenorcThePie,35140,"Well, the Batman Begins game did well and WB wanted to make a game for The Dark Knight, but after the passing of heath ledger they felt, for various reasons, this would not be a good endevour. the game was given to newcommer ""Rocksteady"" and to focus on a new plot and use mostly the voice cast of Batman: The Animated Series. Emmy award winning batman writer, Paul Dini, was brought on the write the project. The game takes place around the early 1990s batman comics but set in a unique universe with loose ties to the comics, animated series and nolanverse. Paul Dini took the early 1980s batman comics and adapted them into the emmy award winning animated series in a way no one else had done, modernising the stories, tieing them loosely into the films of the time and the comics and also making a dark, gritty and serious world while still keeping it sutiable for children. Paul Dini once again deliverse in this, tying the story loosly to the comics and the curent films and modernising the  90s stories but now the story is geared to a teen to adult audience and paul dini's story telling genius is back in full force. An amazing game for anyone thirteen and up!",2014-08-07,83,76561198059599439,35140,Batman: Arkham Asylum GOTY Edition,325,0,1
20487,rpg,Starbound,2016-07-22,14.989999771118164,211820,Chucklefish,2016,Jestou,211820,Best Beta I have played in a while guys definately worth buying!,2013-12-08,142,76561197971829766,211820,Starbound,155,0,1
17927,indie,Ratz Instagib,2016-07-27,8.989999771118164,338170,Lino Slahuschek,2016,GrotesqueGOD,338170,Quake Rail-Gun with a really great soundtrackSurprisingly addictive.,2015-09-13,127,76561198059687929,338170,Ratz Instagib 2.0,214,0,1
9619,freetoplay,Tribes: Ascend,2012-06-27,-1.0,17080,Hi-Rez Studios,2012,76561198053887236,17080,gr8 F2P FPS takes a few games to get a hang of but gr8,2013-07-21,121,76561198059566639,17080,Tribes: Ascend,1,0,1
15303,earlyaccess,Hurtworld,2015-12-03,24.989999771118164,393420,Bankroll Studios,2015,Kryskk,393420,Its heaps sick aye,2015-12-30,1409,76561197971666535,393420,Hurtworld,0,0,1
14977,rpg,ARK: Survival Evolved,2017-08-29,59.9900016784668,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",2017,skivz,346110,"Pros:- You can poop.- You can pick up said poop.- You can throw and eat said poop.Cons:- You die from said poop.Extra:Oh, and there is the most beautiful and graceful animal known to mankind, the Dodo.",2015-06-26,54,76561198059602670,346110,ARK: Survival Evolved,82,0,1
22092,simulation,Surgeon Simulator,2013-04-19,9.989999771118164,233720,Bossa Studios,2013,linuxslacker,233720,Totally impossible to play...but thats what makes it kinda fun,2013-12-08,300,76561198059582003,233720,Surgeon Simulator,468,0,1
12042,casual,Solar 2,2011-06-17,9.989999771118164,97000,Murudai,2011,76561198008302763,97000,"A funny, challenging little Indie game suitable for all ages.",2013-06-30,42,76561198059670781,97000,Solar 2,153,0,1
27859,action,BioShock Infinite,2013-03-25,29.989999771118164,8870,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",2013,chenzie,8870,brilliant game get it befor the sale is over or you will pay 80 bucks for it- i got it for twenty you must get it NOW,2013-12-21,300,76561198059582003,8870,BioShock Infinite,198,0,1
21178,Unknown,War Thunder,1970-01-01,-1.0,236390,Unknown,1970,76561198045230293,236390,"Com mapas imensos, muitos jogadores ao mesmo tempo, inumeras op oes de aeronaves e comandos flexiveis este titulo proporcionara varias horas de entretenimento.",2013-12-19,121,76561198059566639,236390,War Thunder,17,0,1
8972,strategy,Empire: Total War™,2009-03-03,19.989999771118164,10500,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009,76561198008267403,10500,fun to play,2014-12-31,1409,76561197971666535,10500,Empire: Total War,6769,0,1
18772,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,atom4399,304930,"A game about being chased by a gazillion zombies and not being givin enough time to pick up guns with no ammo in them. this game is in early access but scince its not finished i cant blame the bugs. as they are being fixed constantly by 1 gauy which had made the internet crazy over it so i has alot of flare. the fact thet your items is shared across servers kinda bugs me as its a survival game but its difficult to find so that also puts me with the server sharing. speaking of servers there is no server list, for me to play coop with my friends we needed hamachi which was a but annoying because the last time i did that was when i was playing minecraft so nelson make a server list and have a optional keep item when you die plz and yea get it before it costs mones because this could just be the new minecraft when its finished",2014-11-21,77,76561197971688382,304930,Unturned,45,0,1
10509,rpg,Star Trek Online,2010-02-02,-1.0,9900,Cryptic Studios,2010,76561198010698336,9900,"     this game. freee to play MMO's are all     . There not free more like ""free to work""!!! if you PAY for this      you might acctually have some fun kicking other peoples asses, but if you dont pay then expect to work your     off for everything. This is not the WORST MMO thats ""free"" but its certanly not better than a single player game.",2014-03-05,115,76561198059637978,9900,Star Trek Online,5040,0,0
26445,rpg,Eldevin,2014-11-05,-1.0,298160,Hunted Cow Studios,2014,danster40,298160,awesome game,2014-11-06,332,76561197971851704,298160,Eldevin,8,0,1
14930,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,popcornman812,218620,Game ruined by modders :/,2024-05-19,121,76561198059566639,218620,PAYDAY 2,209,0,0
4756,indie,No More Room in Hell,2011-10-31,-1.0,224260,No More Room in Hell Team,2011,Lotharrock,224260,EL mejor juego gratis que e jugado,2014-02-24,29,76561198059555148,224260,No More Room in Hell,383,0,1
23433,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,Wangachung,730,EVEN THE GUIDES ARE RUSSIAN,2015-01-18,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
14078,massivelymultiplayer,PlanetSide 2,2012-11-20,-1.0,218230,Daybreak Game Company,2012,Gigglestik,218230,"I cannot recommend this game highly enough. 9.5/10, one of the most fun and perfect FPSs I've ever played. If you love Battlefield, or MAG, or any type of game with large-style conflict, you have to try this game. It's transcontinental combat with three factions vying for dominance on a massive scale. With a realistic day and night cycle and more terrain and areas than you can shake a stick at, whilst also being free-to-play, words can't even begin to do it justice. Just give it a try yourself.",2012-11-21,6,76561198059561486,218230,PlanetSide 2,0,0,1
8610,strategy,Game Dev Tycoon,2013-08-29,9.989999771118164,239820,Greenheart Games,2013,plebatron,239820,"10/10 ""Excellent""10/10 ""Perfect""7/10 ""Too Much Water""10/10 ""Best Game Ever""",2015-10-05,121,76561198059566639,239820,Game Dev Tycoon,524,0,1
1190,earlyaccess,AirMech Strike,2012-11-08,-1.0,206500,Carbon Games,2012,MatusPocus,206500,"Have you ever tought to yourself ""Man, if only there was a game that was not p2w and fun to play with  my friends"", well, this game is for you then! its full of fun and the connection is good, i never tought a free to play game could be soo fun10/10!",2015-06-18,34,76561197971861347,206500,AirMech,0,0,1
13250,freetoplay,Blacklight: Retribution,2012-07-02,-1.0,209870,Hardsuit Labs,2012,76561198101297054,209870,pay to win but still so good ;_;,2014-02-19,11,76561198059597304,209870,Blacklight: Retribution,2024,0,1
18920,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198090204221,730,Game randomly shuts and then gives u 7 day bans.Microsaft is better.,2024-07-01,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,0
24046,simulation,This War of Mine,2014-11-14,19.989999771118164,282070,11 bit studios,2014,76561198038148907,282070,"You cant rate a game like this with a score.I reccomend this, but only if you are okay with a depressing game which will probably bring you to tears more often than not",2015-04-16,341,76561198059818459,282070,This War of Mine,354,0,1
2281,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,76561198071793314,252490,Da pra melhorar a otimiza  o fora isso jogo bom muito bom.,2015-11-11,10,76561198059575326,252490,Rust,4329,0,1
8628,freetoplay,Tribes: Ascend,2012-06-27,-1.0,17080,Hi-Rez Studios,2012,76561198117290262,17080,this is a good game,2013-12-09,121,76561198059566639,17080,Tribes: Ascend,1,0,1
25148,action,RAGE,2011-10-03,9.989999771118164,9200,id Software,2011,76561198061021230,9200,Good game. It could of been a bit longer it took me 14 hours to finish the game. Cars have good realistic body role. The Car upgrade system would be better if had more upgrades and different ways to get the upgrades.,2014-07-17,300,76561198059582003,9200,RAGE,21,0,1
23566,rpg,Realm of the Mad God,2012-02-20,-1.0,200210,Wild Shadow Studios,2012,2xDelorean,200210,good to play with friends,2013-05-18,7,76561198059577320,200210,Realm of the Mad God,1868,0,1
27995,indie,Loadout,2014-01-31,-1.0,208090,Edge of Reality,2014,76561198067315765,208090,frikin' amazing,2014-09-10,165,76561197971952198,208090,Loadout,16,0,1
13317,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,76561197975869516,218620,"    ing Sick, love it. I went from 1 to level fourty with friends 10/10 best game ever would buy again",2015-08-24,121,76561198059566639,218620,PAYDAY 2,209,0,1
20650,action,Half-Life 2: Deathmatch,2004-11-01,4.989999771118164,320,Valve,2004,carterbegrie,320,dont get this game the community is dead no one plays it anymore,2015-04-11,300,76561198059582003,320,Half-Life 2: Deathmatch,94,0,0
11959,strategy,Sid Meier's Civilization® V,2010-09-21,29.989999771118164,8930,"Firaxis Games,Aspyr (Mac, Linux)",2010,iBreakernoaccount,8930,Its definitely an enjoyable game and I would recommend it to people if they had the money to buy it/,2014-09-18,300,76561198059582003,8930,Sid Meier's Civilization V,1484,0,1
5545,earlyaccess,Stranded Deep,2015-01-23,14.989999771118164,313120,Beam Team Games,2015,chicken_tonight,313120,"Great graphics, landsharks, shipwreaks to explore and you can build your own house. It would be intresting to play with someone else. Also sharkfood simulator 2015",2015-03-07,27,76561198059640010,313120,Stranded Deep,637,0,1
6730,freetoplay,Warframe,2013-03-25,-1.0,230410,Digital Extremes,2013,76561198099337899,230410,WTF does not WORK,2024-05-01,121,76561198059566639,230410,Warframe,264,0,0
18175,sports,Rocket League®,2015-07-07,19.989999771118164,252950,"Psyonix, Inc.",2015,XcentriK,252950,AWESOME! loved the first game on ps3 but iwshed it was on pc with better graphics and multiplayer. Got my wish :),2015-07-09,23,76561198059579366,252950,Rocket League,303,0,1
13692,rpg,Champions of Regnum,2013-02-27,-1.0,222520,NGD Studios,2013,76561198114005368,222520,do want to pay $15 a month for world of warcract well u dont have to pay anything for champions of regnum,2014-08-09,300,76561198059582003,222520,Champions of Regnum,348,0,1
11376,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,orangejuiceanddoobies,304930,just no,2014-09-08,77,76561197971688382,304930,Unturned,45,0,0
12642,adventure,Mirror's Edge™,2009-01-13,19.989999771118164,17410,DICE,2009,Hizamo,17410,A game that is really fun (parkour mainly) and i just <3 this game a lot. Took me about 6.6 hours to finish in one day.,2014-01-04,1409,76561197971666535,17410,Mirror's Edge,0,0,1
25054,rpg,Terraria,2011-05-16,9.989999771118164,105600,Re-Logic,2011,Hawkez,105600,This is a great little game.,2011-07-13,2,76561198059555651,105600,Terraria,644,0,1
25444,strategy,Democracy 2,2007-12-01,19.989999771118164,218040,Positech Games,2007,76561198050768603,218040,"Bloody terrible. Don't get it. It's outdated and gets boring very quickly. If you're even thinking about it - stop. Take it from me, I generally love these sort of strategy games; but this one's the scum of strategy. If I could give it a star rating, it would get 1 out of 10 if I was in a good mood. There are so many bugs it's just painful to play.",2014-03-07,175,76561198067593743,218040,Democracy 2,0,0,0
20710,earlyaccess,DayZ,2013-12-16,34.9900016784668,221100,Bohemia Interactive,2013,The_Pragmatist,221100,No just no.,2015-07-03,77,76561197971688382,221100,DayZ,170,0,0
26945,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,76561197975973976,4000,this game quit fun and cool,2014-09-13,1,76561198059560580,4000,Garry's Mod,3329,0,1
27625,strategy,Battle Islands,2014-08-06,-1.0,305260,DR Studios,2014,76561198097860960,305260,wtf am i the only one who likes this pice of crap,2015-04-02,74,76561198059925974,305260,Battle Islands,9,0,1
17077,indie,Crush Crush,2016-05-13,-1.0,459820,Sad Panda Studios,2016,lyskal,459820,Moist.,2024-05-17,182,76561197998242099,459820,Crush Crush,0,0,1
12902,earlyaccess,Factorio,2016-02-25,20.0,427520,Wube Software LTD.,2016,76561197960788238,427520,"Can't speak highly enough. Only 10 hours in, near perfect experience so far. Only a fraction of the way through the mechanics, already heaps of replayability factor. Can see myself sinking a lot of time into this.This could easily be a full release, and after 4 years of development still more to come?Big ups Wube.",2024-03-03,227,76561198060072779,427520,Factorio,395,0,1
27746,rpg,Borderlands 2,2012-09-17,19.989999771118164,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,123repulseMe,49520,Pew Pew Pew,2014-06-29,1409,76561197971666535,49520,Borderlands 2,8668,0,1
28365,massivelymultiplayer,PlanetSide 2,2012-11-20,-1.0,218230,Daybreak Game Company,2012,teejamon,218230,I sat in a tank for 2 hours. Mowing down anyone i saw. Then My Outfit Rushed an outpost. There was around 200 odd people. My FPS was stable. Then i saw 20 dudes huddled up. I got out my rocket laucher. My frames went from 80 to 15.10/10 Would drop Againn.,2015-10-25,6,76561198059561486,218230,PlanetSide 2,0,0,1
26754,indie,Devil Daggers,2016-02-18,4.989999771118164,422970,Sorath,2016,FUCKINGkike,422970,I like it I like it alot,2024-05-17,142,76561198063337945,422970,Devil Daggers,103,0,1
5026,indie,Sven Co-op,1999-01-19,-1.0,225840,Sven Co-op Team,1999,IGotDahMunchies,225840,"Multiplayer is very good, if only Half-Life wasn't a failed abortion that everyone praises in their nostalgia goggles, that are so firmly wedged into their fat      face, they can't see this game for the wank stain of technology it is.",2024-09-17,36,76561198059644607,225840,Sven Co-op,0,0,0
3901,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,76561198088018211,730,if your looking for a really good shooter game this is the best one,2024-01-28,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
6492,action,DRAGON BALL XENOVERSE,2015-02-26,39.9900016784668,323470,DIMPS,2015,76561198027225504,323470,"Trained under Frieza as a Frieza-race, Wore Goku's Gi, got threatend by Frieza, then got hit on by Frieza.10/10 would emotionally conflict Frieza again.",2015-03-26,81,76561198060329448,323470,DRAGON BALL XENOVERSE,291,0,1
4501,indie,BattleBlock Theater®,2014-05-15,14.989999771118164,238460,The Behemoth,2014,76561198044605552,238460,"I threw my friend into a bomb that was flying towards me just so i cant take the gem, he came back a set me on fire. 24/12",2015-01-09,5,76561198059562890,238460,BattleBlock Theater,1003,0,1
23504,earlyaccess,AdVenture Communist,2016-08-10,-1.0,462930,Hyper Hippo Games,2016,Sp3ctre,462930,Just when I thought I had gotten rid of my Adventure Capitalist addiction :( Rest in peace another 1000 hours,2024-08-30,64,76561198061427726,462930,AdVenture Communist,39,0,1
22206,earlyaccess,AirMech Strike,2012-11-08,-1.0,206500,Carbon Games,2012,76561198133788871,206500,AWESOME,2014-06-15,34,76561197971861347,206500,AirMech,0,0,1
25162,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,76561198068153515,218620,Shield pushed me into a door while i was downed and i couldnt move 10/10,2014-10-17,121,76561198059566639,218620,PAYDAY 2,209,0,1
4659,strategy,Sid Meier's Civilization® V,2010-09-21,29.989999771118164,8930,"Firaxis Games,Aspyr (Mac, Linux)",2010,76561198074053059,8930,10/10 IGN would play again,2024-06-16,300,76561198059582003,8930,Sid Meier's Civilization V,1484,0,1
21457,strategy,Valkyria Chronicles™,2014-11-11,19.989999771118164,294860,SEGA,2014,pearce,294860,Terrific game! Great story. Gorgeous art style. Well thought out squad personalities and dynamics. 10/10 Would recommend to anyone and everyone I can!,2014-12-02,249,76561198060425311,294860,Valkyria Chronicles ,0,0,1
13974,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,darkforb,730,"Counter-Strike Global Offensive.CSGO is a team based FPS based off a Terroist and Counter Terroist plot. Terroists have to plant the bomb or protect the hostages while Counter Terroist have to defuse or protect the bomb and extract the hostages. These modes are called Defuse and Hostage, both played in Competitive CSGO. These modes can be played in casual also. There are other modes that include Deathmatch, Arms Race and Demolition. There are a variety of maps and DLC's are dirt cheap.I highly recommend this game if looking for a new, cheap FPS game that you want to have fun with or just play competitevly.",2014-11-22,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
13570,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,NinjaPrei,304930,Viro modinha tipo mainicreft e vai encher de crian a nesa poa de jogo s  esperem,2014-07-28,77,76561197971688382,304930,Unturned,45,0,0
4093,action,Zombie Army Trilogy,2015-03-06,44.9900016784668,301640,Rebellion,2015,76561198036566125,301640,"Muito bom,  vale a pena quando estiver na promo  o.",2024-05-20,71,76561198059584051,301640,Zombie Army Trilogy,793,0,1
15891,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,Dr-Medic,550,"Zombies, Blood and Gore, What else can you ask for? (apart from a team that don't       about everything)",2014-06-23,100,76561197971662256,550,Left 4 Dead 2,0,0,1
26232,adventure,Life is Strange - Episode 1,2015-01-29,-1.0,319630,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015,SnipeDemon,319630,"Amazing game. Great characters. Beautiful soundtrack. Has some flaws, but is still a great experience.One of my favorite games now.I give it a 9/10.",2015-12-06,77,76561198059584657,319630,Life Is Strange ,1010,0,1
8932,action,PAYDAY™ The Heist,2011-10-20,14.989999771118164,24240,OVERKILL Software,2011,poobaman,24240,is good gam recommend yes,2014-01-28,121,76561198059566639,24240,PAYDAY: The Heist,142,0,1
18357,adventure,Grand Theft Auto V,2015-04-14,39.9900016784668,271590,Rockstar North,2015,76561198097641296,271590,I suggest people to buy and play this game but if you have friends to play if you are alone and don't have anyone to play with buy it when they have it or if you have a friend that has it. But at the end I do suggest you to buy this game it is a great game with a good story.,2024-08-03,77,76561197971688382,271590,Grand Theft Auto V,2008,0,1
1684,freetoplay,Warframe,2013-03-25,-1.0,230410,Digital Extremes,2013,Swish0009,230410,I like pressed play right... and my mum told me i had to put the washing out and i was like....... so i started playing the game and it was like super crayz doriotos... but i only said that cause my friend was getting doritos.... but i havent played the game yet because like its downloading.... so uh yea.,2014-06-28,121,76561198059566639,230410,Warframe,264,0,1
27278,freetoplay,Blacklight: Retribution,2012-07-02,-1.0,209870,Hardsuit Labs,2012,Crashersupreme,209870,okey,2014-01-28,11,76561198059597304,209870,Blacklight: Retribution,2024,0,1
14192,action,Counter-Strike: Global Offensive,2012-08-21,14.989999771118164,730,Valve,2012,L33T4RCH,730,I liked the game over all but the aiming system still confuses me.,2014-07-06,29,76561198059555148,730,Counter-Strike: Global Offensive,2333,0,1
11574,indie,Unturned,2017-07-07,-1.0,304930,Smartly Dressed Games,2017,76561198071275274,304930,cebolitos,2024-02-24,77,76561197971688382,304930,Unturned,45,0,1
3707,indie,Outlast,2013-09-04,19.989999771118164,238320,Red Barrels,2013,GamerEdge,238320,THIS GAME HAS NOW SHOWN ME WHAT  PRIEST  COULD DO!11/10 I WISH HE WAS MY PREIST :),2015-03-28,71,76561198059584051,238320,Outlast,545,0,1
17779,simulation,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,0.9900000095367432,359050,marbenx,2015,lookhereifyoureastalker,359050,"Got this as a gift, I'd prefer it over Call of Duty any day  (        )  Seeing black kids with their dads since 2015  No I'm not racistWhat am I doing with my lifeGET THIS GAME FOR CHILDHOOD MEMORIES!",2024-07-27,99,76561197972443500,359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,3,0,1
6275,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,SovietskieKivi,218620,Microtransactions,2015-10-21,121,76561198059566639,218620,PAYDAY 2,209,0,0
19591,adventure,Game of Thrones - A Telltale Games Series,2014-12-02,29.989999771118164,330840,Telltale Games,2014,unkowncode94,330840,"This is the 4th Telltale game I own and played, and I wish it stood up to the Walking dead season 1 and The Wolf Among Us but it doesn't. I did like the Telltale formula when it still had gameplay in it but now its just a camera on a rail. The graphics also leave a lot to be desired, all they did different;y from their other games was remove the black border around everything which makes the game look very washed out and dull.Where the Walking Dead and The Wolf Among Us held my interest through the ability to find out more about the world through exploration, this game does not offer that.  I started episode 5 and I was doing other things while playing due to the unbearable slowness of everything. Even as a ""casual"" Game of Thrones fan who loves the world and the characters that Geroge R.R Martin created, the lack of gameplay is a huge hinderance to me enjoying this game and ultimately finishing it.",2015-11-28,300,76561198059582003,330840,Game of Thrones - A Telltale Games Series,0,0,0
11238,indie,BattleBlock Theater®,2014-05-15,14.989999771118164,238460,The Behemoth,2014,76561198040197777,238460,FUN!!!!!!!!!!!!!!!!!!!!!!!!!!!,2014-06-24,5,76561198059562890,238460,BattleBlock Theater,1003,0,1
21222,freetoplay,Dirty Bomb®,1970-01-01,-1.0,333930,Splash Damage,1970,liam_roche,333930,"great game, action packed, and fun: and devs may i request that a future revision have support for ultrawide 21:9 displays?",2015-09-21,332,76561197971851704,333930,Dirty Bomb,73,0,1
7539,action,Wolfenstein: The New Order,2014-05-19,19.989999771118164,201810,Machine Games,2014,Beeplmao,201810,This is definately worth the $80 and 40gb hard drive space. The artwork in this game is magnificent.,2014-05-29,75,76561198059768123,201810,Wolfenstein: The New Order,0,0,1
4684,freetoplay,Warframe,2013-03-25,-1.0,230410,Digital Extremes,2013,KerrisB,230410,I LIKE THIS GAME,2014-03-16,121,76561198059566639,230410,Warframe,264,0,1
17583,simulation,Stardew Valley,2016-02-26,14.989999771118164,413150,ConcernedApe,2016,76561198061207244,413150,FARMING SKILLZ,2024-03-17,127,76561198059687929,413150,Stardew Valley,145,0,1
24613,sports,theHunter Classic,2014-06-03,-1.0,253710,"Expansive Worlds,Avalanche Studios",2014,76561198045459907,253710,This game is the definition of      it is like poo like the game is      i found      but i died to a wild boar and then i was sad and i got bord i had a      but then i fort of the game thehunter because it is like my poo but the hunter has more corn in it because it is      like my poo. pls rate comment and subscribe to this game is     .com,2014-12-06,29,76561198059555148,253710,theHunter,38,0,0
25911,indie,ArcheBlade™,2014-04-25,-1.0,207230,CodeBrush Games,2014,76561198061119963,207230,YAY ITS FINISHED FINALLY :D,2014-04-25,74,76561198059609375,207230,Archeblade,0,0,1
24805,strategy,Arma 3,2013-09-12,39.9900016784668,107410,Bohemia Interactive,2013,76561198041845214,107410,This game is so great 10/10Actually.. I dont even own this gameDont even know why its letting me reviewBut i will sell my liver for some money to buy it,2015-08-20,223,76561197972224447,107410,Arma 3,1872,0,1
28241,simulation,Hatoful Boyfriend,2014-09-04,9.989999771118164,310080,"Mediatonic,Hato Moa,The Irregular Corporation",2014,Varck,310080,The day I played this game my cat died. Fun fact what I said is actually true she got hit by a car 3 hours after I played it.,2015-03-28,494,76561198059918386,310080,Hatoful Boyfriend,0,0,1
24962,earlyaccess,Rust,2013-12-11,19.989999771118164,252490,Facepunch Studios,2013,76561197993759720,252490,Whats not to love =),2015-03-02,10,76561198059575326,252490,Rust,4329,0,1
18469,action,Left 4 Dead 2,2009-11-16,19.989999771118164,550,Valve,2009,76561198093266099,550,"9/10,Great Game.Positive stuffZombies+Music++Characters+Humor++gameplay+Most workshop mods+Story+Dead Center+Dark Carnival++Midnight riders+++swamp fever+Negative stuff-Regular Zombies can be easy to kill-no variation between melee weapons aside from looks.-Cold Stream-Most Community servers-The A.I. can sometimes be stupid.-Roachelle-Scavenge.",2014-07-03,100,76561197971662256,550,Left 4 Dead 2,0,0,1
12483,earlyaccess,AirMech Strike,2012-11-08,-1.0,206500,Carbon Games,2012,76561198037933737,206500,"If you are looking for a fun game whether just for competition or even for time wasting, this is a great choice... Much fun had 9/10",2013-02-16,34,76561197971861347,206500,AirMech,0,0,1
6720,strategy,Valkyria Chronicles™,2014-11-11,19.989999771118164,294860,SEGA,2014,GRRRRRRRRRRRRRRRRRRRRRR,294860,   ...      ,2024-02-02,249,76561198060425311,294860,Valkyria Chronicles ,0,0,1
10342,Unknown,PAYDAY 2,1970-01-01,4.989999771118164,218620,Unknown,1970,Happy_Cyanide,218620,"This game is very educational, it taught me how to fix drills and throw bags. 10/10",2014-09-15,121,76561198059566639,218620,PAYDAY 2,209,0,1
5548,adventure,Assassin’s Creed® IV Black Flag™,2013-11-19,19.989999771118164,242050,Ubisoft Montreal,2013,Unice,242050,SO FUN AND SOOOOOOOOO PRETTY :),2013-11-25,300,76561198059582003,242050,Assassin's Creed IV Black Flag,531,0,1
8487,rpg,Risk of Rain,2013-11-08,9.989999771118164,248820,"Hopoo Games, LLC",2013,nathan00107,248820,"This game is incredibly, I recomend it to everyone!",2013-12-23,54,76561198059602670,248820,Risk of Rain,328,0,1
21623,rpg,Mount & Blade: Warband,2010-03-31,19.989999771118164,48700,TaleWorlds Entertainment,2010,76561198022149086,48700,Finally finished the game after a year...I made a faction of warlords went around destroying the enemies of the Nords... had the Nords fight all the factions at once. Got them all to sign a peace treaty build up a army took over a castle and then I made the Nord faction rule the world.. got married to the jarl's daughter and the only war that did happen was a bandit war!... Gameplay is outstanding 10/10. I would of liked it if there was a conquest mode in muliplayer so loads of people could take over parts of the map.... Other then that is a great game and the mods are awesome and fun to play. This game is worth getting!,2014-07-12,300,76561198059582003,48700,Mount & Blade: Warband,6484,0,1
24430,indie,The Expendabros,2014-08-05,-1.0,312990,Free Lives,2014,AquaLazor,312990,This game is so manly that my moustache grew a moustache My beard grew another beardAnd my muscles grew muscles on thoses muscles that had been already grown on my muscles,2015-07-02,29,76561198059555148,312990,The Expendabros,37,0,1
11096,Unknown,Free to Play,2014-03-19,-1.0,245550,Unknown,2014,zuilde,245550,gg,2014-10-28,33,76561198059711916,245550,Free to Play,0,0,1
17083,simulation,Stardew Valley,2016-02-26,14.989999771118164,413150,ConcernedApe,2016,ShamPowWow,413150,"This is a game which immediatley appeals to your addictive senses. You want to get more money in the game, therefore you need to play more.This is not a game which is story-rich, though there is a story.I would be rating it 8/10, just because I feel like there could be more and the mechanics are a bit iffy.",2024-03-20,127,76561198059687929,413150,Stardew Valley,145,0,1
13935,indie,Blockstorm,2015-05-21,4.989999771118164,263060,GhostShark,2015,Dantress,263060,Nice and fast game!,2015-05-29,81,76561198060558953,263060,Blockstorm,221,0,1
5598,simulation,Garry's Mod,2006-11-29,9.989999771118164,4000,Facepunch Studios,2006,Tudah,4000,Its a nice game and i managed to build a car from a help from someone the day i started it.... and it goes out of control sometimes and i go giddy. but still..... BUY IT!,2013-12-03,1,76561198059560580,4000,Garry's Mod,3329,0,1
6648,indie,Firewatch,2016-02-09,19.989999771118164,383870,Campo Santo,2016,romejanic,383870,"Pros- Beautiful environments and graphics, looks like a painting most of the time.- Amazing writing and voice acting.- Great gameplay.- Most of the story is very interesting and engaging.Cons- Very short and a bit overpriced, only takes about 3 hours to finish.- The ending sucks.Suggestions- Add some more content. Not DLC (unless it's free), actually just update the game and add something.- Improve the graphics a little. Don't change how it looks, but maybe use Sunshine on the asset store to add some volumetric light or something.- Add some wildlife to the environment. It'll just make it feel a bit more alive.If you're looking into getting the game, you really should. But only buy it if it's on sale or you have a discount, because it's not worth the full price.",2024-07-03,127,76561197971829696,383870,Firewatch,66,0,1
